iter	RMSE
228	0.06675612955
229	0.0666780295
230	0.06655592327
231	0.06647938477
232	0.06646861311
233	0.06645795389
234	0.06644695662
235	0.06632378365
236	0.06618747596
237	0.06604318285
238	0.06592512393
239	0.06583459076
240	0.06573863878
241	0.06567770297
242	0.06558705621
243	0.06549536836
244	0.06542794987
245	0.06533392245
246	0.06522718924
247	0.06515238683
248	0.06507117463
249	0.06498170582
250	0.06488172961
251	0.06479070195
252	0.06470791229
253	0.06461992463
254	0.06456017866
255	0.06451094881
256	0.06445981725
257	0.0644077855
258	0.06427416701
259	0.06418468593
260	0.06412553016
261	0.06401129168
262	0.06390711771
263	0.0638076737
264	0.06373702911
265	0.0636534201
266	0.06361854069
267	0.06351669473
268	0.0634065405
269	0.06330270703
270	0.06322484342
271	0.06312994614
272	0.06302520046
273	0.0629614746
274	0.06284465142
275	0.06276247921
276	0.06268380948
277	0.06260802773
278	0.0625464764
279	0.0624688335
280	0.06238819866
281	0.06231126191
282	0.06222950393
283	0.06215146572
284	0.06209547286
285	0.06205044749
286	0.06194060937
287	0.06188426413
288	0.06182795911
289	0.06174748132
290	0.06168331257
291	0.06162141094
292	0.06156016224
293	0.06149052448
294	0.06140928061
295	0.06134663068
296	0.06121946857
297	0.0611792157
298	0.06111666392
299	0.06104844114
300	0.06099686719
301	0.06089542129
302	0.06081590716
303	0.06071793647
304	0.06061734805
305	0.06052369355
306	0.06044723896
307	0.06035641704
308	0.06029959353
309	0.0602499098
310	0.06017169737
311	0.06012898907
312	0.06005859534
313	0.06000864137
314	0.05997512679
315	0.05987437835
316	0.05982795757
317	0.05972174052
318	0.05964144556
319	0.05959606696
320	0.05950656746
321	0.05947533073
322	0.05940485626
323	0.05937288998
324	0.05935769802
325	0.0593359936
326	0.05923842993
327	0.05918998507
328	0.05909658849
329	0.05902029026
330	0.05893662286
331	0.0589116416
332	0.05882532275
333	0.05874113405
334	0.05867025961
335	0.05858004945
336	0.05849548211
337	0.0584243749
338	0.05832255814
339	0.05821768007
340	0.05813828976
341	0.0580664932
342	0.0579993587
343	0.05793213599
344	0.05786398006
345	0.05779526129
346	0.05775312061
347	0.05769220377
348	0.05761654268
349	0.05756218413
350	0.05750530716
351	0.05743135293
352	0.05736850565
353	0.05729197341
354	0.05720197203
355	0.05718701044
356	0.05714863702
357	0.05707661993
358	0.0570176857
359	0.05697347626
360	0.05690914868
361	0.05684151661
362	0.05679327957
363	0.0567346634
364	0.05669898393
365	0.05662046928
366	0.05653584971
367	0.05646118798
368	0.05640087001
369	0.05631525797
370	0.05624209742
371	0.05620618645
372	0.05616063033
373	0.05608936416
374	0.05605176929
375	0.05600275896
376	0.05592241731
377	0.05585930046
378	0.0557827023
379	0.05574003913
380	0.05568231901
381	0.055632677
382	0.05558564224
383	0.05551235428
384	0.05543895984
385	0.05536403035
386	0.05531729628
387	0.05524188153
388	0.05518863933
389	0.05514169646
390	0.05507731213
391	0.05501657984
392	0.0549660686
393	0.0549051512
394	0.05485026525
395	0.05477113957
396	0.05471205308
397	0.0546592038
398	0.05458705826
399	0.05451333819
400	0.05449039706
401	0.05444094913
402	0.05438060976
403	0.05434667811
404	0.05428039545
405	0.05421929234
406	0.05416804883
407	0.0540966742
408	0.05404304573
409	0.05398129978
410	0.05392416059
411	0.05386294494
412	0.05378315411
413	0.0537237697
414	0.05367134261
415	0.05362381193
416	0.053602311
417	0.05356972436
418	0.05351406397
419	0.05346678805
420	0.05342378589
421	0.05337312385
422	0.05330217249
423	0.05326110516
424	0.05318136685
425	0.05312447637
426	0.05306545369
427	0.05301724177
428	0.05296327573
429	0.05290218692
430	0.05284559134
431	0.05277089402
432	0.05272552293
433	0.0526703506
434	0.05262366506
435	0.05258786797
436	0.05253866026
437	0.05253288035
438	0.05247935384
439	0.05242707717
440	0.05238676024
441	0.05235666863
442	0.05230843837
443	0.05225533987
444	0.05219927621
445	0.05216542092
446	0.05209958282
447	0.05205768171
448	0.05200514175
449	0.05197523836
450	0.05192043463
451	0.05189850972
452	0.05182938004
453	0.05172962149
454	0.0516658308
455	0.05165949813
456	0.05162921146
457	0.05156159774
458	0.05152906827
459	0.05147594697
460	0.05143288584
461	0.05139568032
462	0.05134153341
463	0.05129091396
464	0.0512456941
465	0.05118785867
466	0.05115630212
467	0.05112880247
468	0.05108419275
469	0.05104582251
470	0.05098404813
471	0.05095295018
472	0.05091241292
473	0.05090670419
474	0.0508246433
475	0.05078061646
476	0.05073048845
477	0.0506976392
478	0.05064079976
479	0.05060392661
480	0.05055498879
481	0.05049142585
482	0.05042639044
483	0.05038434794
484	0.0503064438
485	0.05024143264
486	0.05020968575
487	0.05014646577
488	0.05010235456
489	0.05004947473
490	0.05001653523
491	0.04999450037
492	0.04995349579
493	0.04991144572
494	0.0498421129
495	0.04983775027
496	0.04977914448
497	0.0497397738
498	0.04967703417
499	0.04963730339
500	0.04957435928
501	0.0494936378
502	0.04948898918
503	0.04943305665
504	0.0493803814
505	0.04932765799
506	0.04928056643
507	0.04922986827
508	0.04918625351
509	0.04913671513
510	0.04909362711
511	0.04906157146
512	0.04903241083
513	0.04899035184
514	0.0489521792
515	0.04891170855
516	0.04887286158
517	0.0488483535
518	0.04880750541
519	0.04874642333
520	0.04872524164
521	0.04866967235
522	0.04860437749
523	0.0485621946
524	0.04852302651
525	0.04844930896
526	0.04841478198
527	0.04836327839
528	0.04831454232
529	0.04825809618
530	0.04820291731
531	0.04816849042
532	0.04811459607
533	0.04804887119
534	0.04803633236
535	0.04801074089
536	0.0479965036
537	0.04794617372
538	0.04788197922
539	0.04782708119
540	0.04778216935
541	0.04773105147
542	0.04767552409
543	0.04764444532
544	0.04757383482
545	0.0475311261
546	0.04748657198
547	0.04743629798
548	0.04740066944
549	0.0473515587
550	0.04729563316
551	0.0472438839
552	0.04722484689
553	0.04719157768
554	0.04715447765
555	0.04709462164
556	0.04705005204
557	0.04701220571
558	0.04696912332
559	0.04692092803
560	0.04688284417
561	0.04685793465
562	0.04679472964
563	0.04674419434
564	0.04671676662
565	0.04666773353
566	0.04661168671
567	0.0465626126
568	0.04652347665
569	0.04647793947
570	0.04644125398
571	0.04639898514
572	0.04639430494
573	0.04637168902
574	0.04633865333
575	0.04628477628
576	0.04625846274
577	0.04620836108
578	0.04617590724
579	0.04613654901
580	0.04608410846
581	0.04603953882
582	0.0460016959
583	0.04597543609
584	0.04590249383
585	0.04586249084
586	0.04585779569
587	0.04580816785
588	0.04575829884
589	0.04572373154
590	0.04572097422
591	0.04568070767
592	0.04564036209
593	0.04558508957
594	0.04554545356
595	0.045491495
596	0.04544245493
597	0.04540667114
598	0.04536220238
599	0.04532967732
600	0.04529428238
601	0.04524518142
602	0.04520820874
603	0.04516558374
604	0.04511932649
605	0.04507319837
606	0.04501188042
607	0.04498922859
608	0.04498441044
609	0.04495004863
610	0.04488332665
611	0.04487303836
612	0.04482474568
613	0.04478999164
614	0.04476872688
615	0.04476317296
616	0.04471144433
617	0.0446844428
618	0.04461659832
619	0.04458583125
620	0.04455188348
621	0.04450541805
622	0.04447165763
623	0.04442684454
624	0.044396871
625	0.04435322434
626	0.04429935771
627	0.04429559948
628	0.04426102568
629	0.0442108767
630	0.04416150598
631	0.04412765787
632	0.04405858498
633	0.04402099671
634	0.04398253537
635	0.04393976409
636	0.04389391434
637	0.04386081862
638	0.04384178751
639	0.04382174825
640	0.04378438909
641	0.04374022657
642	0.04372394024
643	0.04367415093
644	0.04365226164
645	0.04363490135
646	0.04357501304
647	0.04355220163
648	0.0435129947
649	0.04348503412
650	0.04346675741
651	0.0434433689
652	0.04339334794
653	0.04334415029
654	0.04330799729
655	0.04327560995
656	0.04322933065
657	0.04320902763
658	0.04317571013
659	0.04315733597
660	0.04315255761
661	0.04313818612
662	0.04308622606
663	0.04305699859
664	0.04302631795
665	0.04299808093
666	0.04299423601
667	0.04295404961
668	0.04293052165
669	0.04289652649
670	0.04284531073
671	0.04279560534
672	0.04278218769
673	0.04274851125
674	0.04271909201
675	0.04265620747
676	0.04265347958
677	0.04261811423
678	0.04258128699
679	0.0425390459
680	0.04248429114
681	0.04246663283
682	0.042443328
683	0.0423834515
684	0.04235234577
685	0.04232705229
686	0.04229222457
687	0.04228992126
688	0.04224830233
689	0.04224515406
690	0.04222655062
691	0.0422169935
692	0.04216861933
693	0.04214661957
694	0.04209882419
695	0.04207452794
696	0.04204778231
697	0.04200984932
698	0.04200680849
699	0.04200449148
700	0.04196363615
701	0.04191701566
702	0.04191439408
703	0.04187639999
704	0.04183800142
705	0.04183457462
706	0.04179312923
707	0.04175986613
708	0.04175628397
709	0.04172342244
710	0.04170454331
711	0.04166857475
712	0.04163113484
713	0.04162916993
714	0.04159601193
715	0.04154803953
716	0.04153923058
717	0.04153734235
718	0.04149911315
719	0.04149652614
720	0.04146165115
721	0.04143473156
722	0.04139231026
723	0.04138332828
724	0.04137274508
725	0.04136496836
726	0.041326404
727	0.04130965384
728	0.0412665798
729	0.04124105783
730	0.04117731133
731	0.0411358798
732	0.041132555
733	0.04109142712
734	0.04105582025
735	0.04101856196
736	0.04098762659
737	0.04098589337
738	0.04094807632
739	0.04091505082
740	0.04088106399
741	0.04084015427
742	0.04081159918
743	0.04080960342
744	0.04078240699
745	0.04073527085
746	0.04071190124
747	0.04068395926
748	0.04066172734
749	0.04063640963
750	0.04063466997
751	0.04062409839
752	0.04062184872
753	0.04058850562
754	0.04056732377
755	0.04053826732
756	0.04049664606
757	0.04049502348
758	0.04047086607
759	0.0404541277
760	0.04045242084
761	0.04040199879
762	0.04035730801
763	0.0403202258
764	0.04030925552
765	0.04026958272
766	0.04021838037
767	0.04021634512
768	0.04017119313
769	0.04014938067
770	0.04012643504
771	0.04008539664
772	0.04007504459
773	0.04004209492
774	0.04000709436
775	0.0399904627
776	0.0399801397
777	0.03993972402
778	0.03990639669
779	0.03990470452
780	0.03985965241
781	0.03982474374
782	0.03979329105
783	0.03976686395
784	0.0397642662
785	0.03972215755
786	0.03970797994
787	0.03966623169
788	0.03964800035
789	0.03964554994
790	0.03961781313
791	0.0395806489
792	0.03956109957
793	0.03953990883
794	0.03951639396
795	0.03948063498
796	0.03947840286
797	0.03946006012
798	0.03945188308
799	0.03945042597
800	0.03941372722
801	0.03939465493
802	0.03934984234
803	0.03932656025
804	0.03930268079
805	0.03929488583
806	0.03926249304
807	0.039225843
808	0.03918613207
809	0.03916379506
810	0.03912173592
811	0.03911173521
812	0.03907213194
813	0.03907073604
814	0.03904282038
815	0.0390130789
816	0.03899789223
817	0.03899653065
818	0.03895427386
819	0.03891705213
820	0.03888368291
821	0.03885782905
822	0.03882216712
823	0.03882002171
824	0.03878522489
825	0.03875376209
826	0.03870738208
827	0.03866944595
828	0.03864840869
829	0.03864122931
830	0.03860963972
831	0.03859127796
832	0.03858998422
833	0.0385812501
834	0.0385613551
835	0.03855985968
836	0.03853878666
837	0.03851803732
838	0.03849552902
839	0.03849428238
840	0.03846188479
841	0.03844777194
842	0.03844618934
843	0.03841208436
844	0.03838561216
845	0.03836051211
846	0.03834063124
847	0.03830863505
848	0.03826755211
849	0.03825447954
850	0.03823084292
851	0.03820658486
852	0.03817750012
853	0.03816649929
854	0.03813349767
855	0.03809519993
856	0.03809393451
857	0.03805652826
858	0.03802353088
859	0.03798035636
860	0.0379485486
861	0.03791964327
862	0.03788485039
863	0.03784138451
864	0.03779746064
865	0.03777180742
866	0.03773350003
867	0.03770568404
868	0.03767597088
869	0.03763022708
870	0.03758693193
871	0.03754269382
872	0.03749797422
873	0.03747356777
874	0.03746561057
875	0.0374434464
876	0.03740636673
877	0.03738689913
878	0.03736732864
879	0.03730742134
880	0.03727262206
881	0.03723644228
882	0.03721963919
883	0.03720557091
884	0.0372040758
885	0.03717595081
886	0.03715869878
887	0.03713094778
888	0.03709885786
889	0.03706734462
890	0.03705194627
891	0.03703616082
892	0.03701961243
893	0.03699611118
894	0.03696786669
895	0.03693500927
896	0.03690181457
897	0.03687140807
898	0.03684550099
899	0.03681695232
900	0.03681585941
901	0.03678905651
902	0.03676819584
903	0.03676182472
904	0.03672899402
905	0.03669466662
906	0.03669332989
907	0.0366827842
908	0.03664206282
909	0.0365835005
910	0.0365505734
911	0.03654675207
912	0.03654536128
913	0.03649420402
914	0.03646937043
915	0.03643648766
916	0.0364045657
917	0.03637708169
918	0.03637360164
919	0.03634796518
920	0.03632700083
921	0.03628133773
922	0.03624657549
923	0.03620396123
924	0.03617564468
925	0.03614631363
926	0.0361194339
927	0.03610928895
928	0.03606935383
929	0.0360680411
930	0.03603030252
931	0.03599419866
932	0.03597290103
933	0.03594823161
934	0.03593254019
935	0.03590709773
936	0.03587913071
937	0.03584557374
938	0.03582651616
939	0.03580890001
940	0.03578691192
941	0.03576196209
942	0.03572716545
943	0.03571619644
944	0.03569506696
945	0.03568015209
946	0.03564776392
947	0.03561729096
948	0.03558585
949	0.03556608593
950	0.03555315065
951	0.03552092019
952	0.0355198243
953	0.0354994232
954	0.03549341348
955	0.03546396749
956	0.03543943985
957	0.03539587779
958	0.03539466107
959	0.03536489746
960	0.035332563
961	0.0353259389
962	0.03532489639
963	0.03530644228
964	0.03528313108
965	0.03526098788
966	0.03523185394
967	0.03520698193
968	0.03519631487
969	0.03517230437
970	0.03515799731
971	0.03515699082
972	0.03510705667
973	0.03508038569
974	0.03504183906
975	0.03502411664
976	0.03501051905
977	0.03498553173
978	0.03498433094
979	0.03495821766
980	0.03495725165
981	0.03492811767
982	0.03491883878
983	0.03491767156
984	0.03488817703
985	0.03486603877
986	0.03482199879
987	0.03482090544
988	0.03481941091
989	0.03478316687
990	0.03474984074
991	0.03472880978
992	0.03469934545
993	0.0346670966
994	0.03461209561
995	0.03458978245
996	0.03458887872
997	0.03456643776
998	0.03456556246
999	0.03455507933
